q0	t50276	100.000	15	0	0	36	50	1	15	0.13	30.2
q0	t36190	100.000	15	0	0	35	49	28	42	0.13	30.2
q0	t36130	100.000	15	0	0	32	46	22	36	0.13	30.2
q0	t34222	100.000	15	0	0	35	49	28	42	0.13	30.2
q0	t34164	100.000	15	0	0	32	46	22	36	0.13	30.2
q0	t32228	100.000	15	0	0	32	46	22	36	0.13	30.2
q0	t32227	100.000	15	0	0	32	46	15	1	0.13	30.2
q0	t30195	100.000	15	0	0	35	49	28	42	0.13	30.2
q0	t30129	100.000	15	0	0	32	46	22	36	0.13	30.2
q0	t118019	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t117011	94.444	18	1	0	32	49	42	25	0.53	28.2
q0	t95854	100.000	14	0	0	5	18	30	17	0.53	28.2
q0	t95853	100.000	14	0	0	5	18	25	12	0.53	28.2
q0	t73066	100.000	14	0	0	36	49	28	41	0.53	28.2
q0	t68231	100.000	14	0	0	36	49	32	19	0.53	28.2
q0	t67848	100.000	14	0	0	36	49	45	32	0.53	28.2
q0	t66766	100.000	14	0	0	36	49	36	49	0.53	28.2
q0	t65178	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t61759	100.000	14	0	0	30	43	35	48	0.53	28.2
q0	t60813	100.000	14	0	0	31	44	36	49	0.53	28.2
q0	t60534	100.000	14	0	0	31	44	30	43	0.53	28.2
q0	t36696	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t36688	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t36191	100.000	14	0	0	36	49	1	14	0.53	28.2
q0	t34645	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t34223	100.000	14	0	0	36	49	1	14	0.53	28.2
q0	t32732	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t32727	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t30644	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t30635	100.000	14	0	0	36	49	50	37	0.53	28.2
q0	t30196	100.000	14	0	0	36	49	1	14	0.53	28.2
q1	t50276	100.000	25	0	0	26	50	50	26	1.43e-07	50.1
q1	t41528	100.000	14	0	0	25	38	35	48	0.53	28.2
q1	t41527	100.000	14	0	0	25	38	21	8	0.53	28.2
q2	t50276	100.000	50	0	0	1	50	1	50	1.73e-22	99.6
q2	t116511	100.000	16	0	0	8	23	9	24	0.034	32.2
q2	t126127	100.000	14	0	0	5	18	6	19	0.53	28.2
q2	t118019	100.000	14	0	0	1	14	50	37	0.53	28.2
q2	t73066	100.000	14	0	0	1	14	28	41	0.53	28.2
q2	t68231	100.000	14	0	0	1	14	32	19	0.53	28.2
q2	t67848	100.000	14	0	0	1	14	45	32	0.53	28.2
q2	t66766	100.000	14	0	0	1	14	36	49	0.53	28.2
q2	t65178	100.000	14	0	0	1	14	50	37	0.53	28.2
q2	t42642	100.000	14	0	0	18	31	42	29	0.53	28.2
q2	t36696	100.000	14	0	0	1	14	50	37	0.53	28.2
q2	t36688	100.000	14	0	0	1	14	50	37	0.53	28.2
